boleta,compra_id,tid,rut_user,pid,did,cant
772,94,10,77983700-9,371,543,4
773,22,28,47329036-7,338,814,1
774,25,72,74644456-7,7,1012,5
775,311,33,40675138-4,186,425,4
776,210,84,79480331-5,10,768,4
777,127,69,68428477-0,363,76,3
778,64,5,94821886-0,37,147,1
779,273,35,26905798-k,28,375,4
780,2,10,27712443-2,172,997,2
781,61,79,19735595-6,38,374,1
782,295,28,82809947-7,166,246,2
783,299,101,36081017-8,64,951,3
784,53,85,55705480-4,367,287,1
785,21,38,23713134-7,160,860,3
786,71,13,94384917-k,384,575,2
787,86,35,67913619-4,214,18,1
788,150,84,34566442-4,62,791,5
789,232,25,98708700-5,347,1067,2
790,288,48,74759859-2,87,864,3
791,66,60,44253237-0,391,451,5
792,53,85,55705480-4,19,287,5
793,118,72,29858450-6,253,378,3
794,117,86,49798131-k,317,1026,4
795,143,45,57836259-2,73,1085,5
796,152,74,65573855-k,352,873,1
797,187,2,75523496-6,193,433,1
798,49,33,91119340-k,300,851,1
799,69,24,77520112-6,0,101,5
800,264,77,23000993-7,64,809,3
801,26,72,19735595-6,76,67,1
802,306,97,20909860-1,351,118,5
803,259,45,75523496-6,293,433,4
804,103,50,44126502-6,301,963,2
805,239,13,46680387-1,195,177,1
806,6,85,48925896-k,81,678,5
807,201,79,74644456-7,38,367,5
808,189,23,75153238-5,242,847,4
809,265,73,83290634-4,410,6,5
810,266,42,32690774-k,161,745,5
811,161,84,55106753-k,10,300,1
812,314,85,11644968-4,304,971,4
813,262,32,95855049-9,25,230,2
814,30,34,55106753-k,289,300,3
815,183,5,92170041-5,275,649,3
816,256,35,63824003-3,19,937,1
817,17,32,62550748-0,317,763,1
818,144,36,87649058-7,41,264,2
819,192,21,87081187-k,20,750,1
820,28,11,97996738-1,271,1087,3
821,65,95,73453102-2,15,282,5
822,196,80,51693674-6,318,347,5
823,119,73,66954467-7,181,455,1
824,196,80,51693674-6,275,347,5
825,53,85,55705480-4,209,287,1
826,101,90,74630833-7,112,598,1
827,296,16,75039658-5,396,267,5
828,99,53,86664654-6,246,612,1
829,215,24,79693636-3,259,479,2
830,172,50,49337371-4,248,712,4
831,154,83,32366948-1,32,1001,5
832,144,36,87649058-7,411,264,1
833,302,32,94821886-0,37,240,5
834,174,90,10517073-4,317,885,4
835,94,10,77983700-9,318,543,3
836,143,45,57836259-2,164,1085,5
837,31,78,53523140-0,288,405,1
838,239,13,46680387-1,185,177,2
839,181,85,20297901-7,209,981,3
840,295,28,82809947-7,261,246,1
841,163,13,66183219-3,185,607,1
842,165,53,78463527-9,158,250,1
843,59,10,98642893-3,38,573,2
844,243,36,66646618-7,411,355,1
845,265,73,83290634-4,263,6,1
846,29,5,18167947-6,137,940,5
847,221,92,56064569-4,222,795,3
848,52,47,63824003-3,278,202,2
849,307,29,88730119-0,254,637,5
850,49,33,91119340-k,220,851,1
851,133,58,52157315-5,107,572,2
852,129,5,59814228-9,37,351,4
853,241,32,52176953-k,300,496,2
854,25,72,74644456-7,51,1012,3
855,215,24,79693636-3,275,479,4
856,8,101,64370666-0,326,413,5
857,102,32,48345899-1,251,353,5
858,13,19,48795285-0,253,713,2
859,42,70,68505645-3,94,467,1
860,241,32,52176953-k,238,496,1
861,19,76,40424433-7,274,464,2
862,71,13,94384917-k,185,575,4
863,218,76,49798131-k,402,978,2
864,143,45,57836259-2,350,1085,2
865,315,49,23713134-7,338,804,5
866,65,95,73453102-2,159,282,2
867,220,42,87861767-3,243,149,2
868,239,13,46680387-1,198,177,3
869,203,2,56790702-3,34,245,2
870,172,50,49337371-4,165,712,3
871,314,85,11644968-4,89,971,3
872,168,15,79195789-3,300,807,3
873,151,63,64903395-1,366,812,1
874,71,13,94384917-k,245,575,5
875,211,64,44126502-6,159,762,2
876,157,100,87544765-3,31,1062,3
877,72,34,59885368-1,151,1082,2
878,42,70,68505645-3,271,467,3
879,18,31,60370162-3,34,274,5
880,271,60,57836259-2,345,142,4
881,243,36,66646618-7,282,355,3
882,214,62,85411178-7,28,735,5
883,281,34,66119831-1,289,185,2
884,255,27,82673938-k,115,629,1
885,127,69,68428477-0,147,76,2
886,270,23,63214394-k,151,1008,2
887,118,72,29858450-6,417,378,3
888,116,51,15333675-k,21,674,2
889,44,33,95598580-k,5,1091,1
890,109,76,49974632-6,134,764,3
891,264,77,23000993-7,263,809,4
892,211,64,44126502-6,301,762,1
893,4,70,81492646-k,103,592,1
894,135,18,69402733-4,167,461,1
895,51,49,63884576-8,123,726,4
896,105,62,13463271-2,35,797,1
897,219,72,38287473-0,125,383,1
898,215,24,79693636-3,325,479,3
899,34,23,97996738-1,414,465,1
900,108,18,82645956-5,227,861,4
901,66,60,44253237-0,2,451,2
902,323,33,65238271-1,414,666,2
903,226,43,54076655-k,339,897,5
904,53,85,55705480-4,297,287,5
905,113,19,23748548-3,45,139,5
906,166,16,69698793-9,119,1070,5
907,174,90,10517073-4,226,885,2
908,291,36,66646618-7,208,355,1
909,243,36,66646618-7,179,355,2
910,67,5,52189199-8,237,1042,5
911,2,10,27712443-2,349,997,5
912,152,74,65573855-k,158,873,3
913,53,85,55705480-4,162,287,1
914,27,71,87544765-3,298,173,1
915,215,24,79693636-3,0,479,5
916,7,45,17474518-8,363,434,3
917,274,19,92170041-5,387,277,5
918,135,18,69402733-4,352,461,4
919,309,9,40403791-9,331,769,3
920,235,49,59332921-6,258,86,3
921,228,9,48925896-k,309,568,2
922,64,5,94821886-0,339,147,3
923,123,21,52189199-8,55,1042,1
924,272,46,49993665-6,181,921,3
925,239,13,46680387-1,330,177,3
926,149,88,26905798-k,367,375,2
927,267,21,64903395-1,20,812,5
928,33,3,66625711-1,369,557,1
929,48,37,31092780-5,268,611,4
930,49,33,91119340-k,282,851,2
931,27,71,87544765-3,216,173,2
932,103,50,44126502-6,172,963,5
933,54,13,17509928-k,154,218,1
934,214,62,85411178-7,5,735,1
935,47,1,94384917-k,258,575,5
936,314,85,11644968-4,114,971,4
937,20,84,83603309-4,206,849,5
938,14,22,98642893-3,18,573,4
939,18,31,60370162-3,352,274,5
940,314,85,11644968-4,162,971,5
941,251,64,50270274-2,0,136,2
942,290,82,18812547-6,261,653,1
943,144,36,87649058-7,222,264,1
944,59,10,98642893-3,272,573,1
945,203,2,56790702-3,11,245,4
946,289,25,51242629-8,415,597,3
947,223,8,66183219-3,393,607,4
948,190,70,88806288-2,45,137,4
949,292,2,96392316-3,354,601,4
950,302,32,94821886-0,220,240,2
951,194,58,97004364-0,159,970,4
952,153,49,53523140-0,326,405,5
953,45,46,30862862-0,409,85,5
954,306,97,20909860-1,150,118,1
955,46,66,51153844-0,329,197,2
956,92,10,31092780-5,154,611,4
957,23,34,46012714-9,130,328,4
958,285,35,95667888-9,245,399,3
959,305,53,77209293-8,276,684,1
960,234,76,58945079-5,199,179,1
961,283,84,64221026-2,206,138,1
962,43,52,57836259-2,132,961,1
963,159,68,69141385-3,332,143,3
964,264,77,23000993-7,189,809,5
965,174,90,10517073-4,402,885,3
966,258,42,65884381-8,249,635,2
967,35,61,49604231-k,124,435,2
968,299,101,36081017-8,293,951,1
969,234,76,58945079-5,131,179,4
970,318,93,19844189-9,162,510,4
971,103,50,44126502-6,154,963,4
972,301,23,19844189-9,414,356,5
973,48,37,31092780-5,87,611,4
974,289,25,51242629-8,88,597,2
975,235,49,59332921-6,123,86,5
976,48,37,31092780-5,334,611,4
977,263,62,25070905-6,103,312,5
978,119,73,66954467-7,354,455,4
979,165,53,78463527-9,2,250,2
980,250,61,75523496-6,155,596,2
981,81,11,87813399-4,92,338,5
982,232,25,98708700-5,323,1067,5
983,305,53,77209293-8,158,684,3
984,123,21,52189199-8,23,1042,1
985,89,69,35066595-1,81,216,2
986,291,36,66646618-7,343,355,2
987,153,49,53523140-0,364,405,5
988,212,4,98683815-5,332,546,1
989,283,84,64221026-2,169,138,3
990,20,84,83603309-4,169,849,1
991,210,84,79480331-5,232,768,3
992,124,2,48345899-1,136,918,3
993,102,32,48345899-1,317,353,2
994,52,47,63824003-3,391,202,5
995,118,72,29858450-6,397,378,2
996,104,61,54230570-3,181,224,4
997,6,85,48925896-k,75,678,2
998,97,76,88806288-2,288,137,4
999,21,38,23713134-7,191,860,4
1000,161,84,55106753-k,206,300,3
1001,259,45,75523496-6,273,433,5
1002,14,22,98642893-3,319,573,5
1003,27,71,87544765-3,165,173,1
1004,123,21,52189199-8,209,1042,3
1005,202,85,56064569-4,406,788,1
1006,295,28,82809947-7,356,246,4
1007,205,72,42655208-6,391,806,2
1008,255,27,82673938-k,220,629,4
1009,198,5,59814228-9,167,397,1
1010,291,36,66646618-7,286,355,3
1011,74,0,57836259-2,133,961,2
1012,134,100,81698647-8,243,306,3
1013,240,34,16239796-6,130,110,2
1014,128,53,24129722-5,213,298,4
1015,109,76,49974632-6,129,764,3
1016,274,19,92170041-5,253,277,4
1017,105,62,13463271-2,5,797,4
1018,66,60,44253237-0,305,451,2
1019,11,26,61993529-2,91,820,2
1020,260,77,59885368-1,381,877,3
1021,212,4,98683815-5,339,546,4
1022,208,64,77209293-8,371,654,4
1023,156,76,47738259-2,288,214,1
1024,68,5,50062649-6,137,253,3
1025,177,46,87813399-4,109,123,4
1026,114,51,79735673-5,98,677,5
1027,51,49,63884576-8,255,726,5
1028,3,14,75016224-k,21,201,1
1029,95,101,94432090-3,64,403,2
1030,322,33,89336201-0,0,646,4
1031,42,70,68505645-3,327,467,5
1032,23,34,46012714-9,126,328,2
1033,118,72,29858450-6,326,378,3
1034,24,88,69140468-4,129,209,5
1035,30,34,55106753-k,33,300,4
1036,242,87,51153844-0,171,1035,1
1037,78,30,62785039-5,197,254,3
1038,58,22,27712443-2,38,997,3
1039,71,13,94384917-k,61,575,1
1040,149,88,26905798-k,181,375,2
1041,163,13,66183219-3,198,607,1
1042,75,16,94888169-1,360,449,5
1043,219,72,38287473-0,74,383,4
1044,265,73,83290634-4,148,6,3
1045,32,58,92554015-3,147,1045,3
1046,55,14,63532763-4,136,964,5
1047,33,3,66625711-1,125,557,4
1048,259,45,75523496-6,330,433,5
1049,193,23,11644968-4,414,971,1
1050,159,68,69141385-3,335,143,5
1051,275,65,77209293-8,63,363,2
1052,100,70,40424433-7,25,464,3
1053,80,60,86646016-7,121,396,5
1054,109,76,49974632-6,193,764,5
1055,123,21,52189199-8,235,1042,5
1056,210,84,79480331-5,76,768,1
1057,229,80,58945079-5,20,179,2
1058,122,45,42168093-0,350,590,2
1059,105,62,13463271-2,294,797,3
1060,95,101,94432090-3,193,403,2
1061,43,52,57836259-2,236,961,3
1062,128,53,24129722-5,0,298,3
1063,82,32,79425659-4,119,42,3
1064,283,84,64221026-2,411,138,1
1065,118,72,29858450-6,57,378,5
1066,182,44,56119224-3,273,733,4
1067,56,10,31706054-8,384,703,4
1068,262,32,95855049-9,246,230,2
1069,146,15,20640357-8,92,673,4
1070,239,13,46680387-1,239,177,3
1071,24,88,69140468-4,326,209,1
1072,101,90,74630833-7,52,598,4
1073,239,13,46680387-1,104,177,3
1074,75,16,94888169-1,320,449,5
1075,262,32,95855049-9,119,230,4
1076,21,38,23713134-7,402,860,3
1077,136,74,49993665-6,301,29,4
1078,189,23,75153238-5,355,847,2
1079,107,4,63214394-k,387,609,1
1080,139,58,40403791-9,191,766,2
1081,251,64,50270274-2,32,136,2
1082,37,72,53523140-0,72,569,4
1083,181,85,20297901-7,263,981,3
1084,100,70,40424433-7,20,464,3
1085,136,74,49993665-6,217,29,3
1086,30,34,55106753-k,83,300,5
1087,94,10,77983700-9,236,543,5
1088,324,90,55705480-4,20,466,4
1089,165,53,78463527-9,154,250,1
1090,92,10,31092780-5,63,611,4
1091,268,55,52916249-9,400,738,3
1092,161,84,55106753-k,232,300,5
1093,269,38,70735043-1,200,406,5
1094,208,64,77209293-8,32,654,1
1095,151,63,64903395-1,345,812,5
1096,209,19,73453102-2,253,447,1
1097,262,32,95855049-9,251,230,5
1098,151,63,64903395-1,290,812,5
1099,234,76,58945079-5,149,179,1
1100,213,35,63532763-4,227,757,4
1101,203,2,56790702-3,142,245,4
1102,136,74,49993665-6,176,29,3
1103,22,28,47329036-7,254,814,2
1104,224,51,35288330-1,50,0,5
1105,113,19,23748548-3,69,139,5
1106,93,94,77625718-4,226,507,2
1107,7,45,17474518-8,405,434,4
1108,217,101,98683815-5,201,602,4
1109,200,86,37200573-4,308,930,1
1110,170,89,80291272-2,167,667,1
1111,89,69,35066595-1,261,216,3
1112,238,67,38204359-6,4,321,1
1113,58,22,27712443-2,94,997,5
1114,284,38,88132030-4,402,922,5
1115,94,10,77983700-9,178,543,5
1116,112,58,86646016-7,37,886,4
1117,42,70,68505645-3,92,467,2
1118,155,84,16239796-6,379,454,3
1119,2,10,27712443-2,272,997,1
1120,322,33,89336201-0,415,646,5
1121,305,53,77209293-8,2,684,4
1122,162,36,88806288-2,282,551,2
1123,6,85,48925896-k,162,678,4
1124,143,45,57836259-2,225,1085,5
1125,125,59,47329036-7,231,223,1
1126,281,34,66119831-1,251,185,4
1127,316,93,13572944-2,185,556,5
1128,116,51,15333675-k,296,674,2
1129,153,49,53523140-0,123,405,4
1130,148,11,45276568-3,92,48,5
1131,168,15,79195789-3,345,807,3
1132,109,76,49974632-6,274,764,5
1133,6,85,48925896-k,263,678,2
1134,94,10,77983700-9,127,543,1
1135,167,4,87813399-4,387,123,1
1136,293,17,91790173-2,40,676,4
1137,320,49,68428477-0,364,815,2
1138,212,4,98683815-5,394,546,4
1139,207,101,99294258-4,163,916,5
1140,43,52,57836259-2,395,961,4
1141,199,30,97996738-1,369,465,1
1142,87,68,87991170-2,412,470,2
1143,151,63,64903395-1,88,812,3
1144,225,19,59814228-9,387,397,3
1145,265,73,83290634-4,92,6,4
1146,116,51,15333675-k,287,674,5
1147,316,93,13572944-2,189,556,5
1148,293,17,91790173-2,63,676,4
1149,272,46,49993665-6,159,921,2
1150,243,36,66646618-7,9,355,3
1151,251,64,50270274-2,60,136,3
1152,15,70,38563658-k,271,869,1
1153,12,72,19735595-6,378,1040,5
1154,50,44,83290634-4,51,6,5
1155,196,80,51693674-6,269,347,4
1156,135,18,69402733-4,260,461,2
1157,179,23,77625718-4,355,507,5
1158,174,90,10517073-4,52,885,2
1159,84,64,77209293-8,215,926,3
1160,277,72,95855049-9,391,688,2
1161,80,60,86646016-7,85,396,3
1162,48,37,31092780-5,401,611,5
1163,71,13,94384917-k,330,575,2
1164,114,51,79735673-5,61,677,1
1165,237,38,76413818-k,256,927,2
1166,257,96,73453102-2,352,282,4
1167,105,62,13463271-2,103,797,1
1168,259,45,75523496-6,350,433,4
1169,189,23,75153238-5,196,847,5
1170,259,45,75523496-6,348,433,3
1171,247,28,47329036-7,205,1058,3
1172,145,57,90870389-8,362,910,3
1173,286,70,37200573-4,345,930,3
1174,171,89,49337371-4,68,874,5
1175,249,54,35662780-6,113,480,3
1176,58,22,27712443-2,110,997,1
1177,235,49,59332921-6,163,86,2
1178,130,10,17474518-8,41,68,1
1179,17,32,62550748-0,131,763,2
1180,22,28,47329036-7,166,814,5
1181,235,49,59332921-6,319,86,3
1182,112,58,86646016-7,191,886,2
1183,210,84,79480331-5,206,768,4
1184,274,19,92170041-5,229,277,5
1185,100,70,40424433-7,18,464,2
1186,203,2,56790702-3,324,245,4
1187,164,70,58945079-5,327,979,4
1188,209,19,73453102-2,388,447,3
1189,196,80,51693674-6,156,347,4
1190,154,83,32366948-1,101,1001,3
1191,45,46,30862862-0,159,85,1
1192,280,45,12033288-0,348,534,4
1193,2,10,27712443-2,265,997,3
1194,98,96,15298663-7,370,409,3
1195,257,96,73453102-2,372,282,1
1196,202,85,56064569-4,196,788,4
1197,189,23,75153238-5,378,847,3
1198,212,4,98683815-5,27,546,2
1199,271,60,57836259-2,353,142,1
1200,289,25,51242629-8,377,597,3
1201,74,0,57836259-2,74,961,4
1202,272,46,49993665-6,288,921,4
1203,16,26,94821886-0,327,827,5
1204,189,23,75153238-5,414,847,4
1205,126,16,47865441-3,385,8,3
1206,315,49,23713134-7,123,804,5
1207,201,79,74644456-7,155,367,5
1208,75,16,94888169-1,391,449,3
1209,40,74,30862862-0,226,279,1
1210,218,76,49798131-k,169,978,4
1211,123,21,52189199-8,77,1042,4
1212,7,45,17474518-8,128,434,4
1213,99,53,86664654-6,67,612,1
1214,39,70,77520112-6,232,51,4
1215,44,33,95598580-k,415,1091,2
1216,73,5,53089483-5,357,391,5
1217,73,5,53089483-5,275,391,4
1218,307,29,88730119-0,41,637,5
1219,43,52,57836259-2,93,961,5
1220,23,34,46012714-9,14,328,3
1221,198,5,59814228-9,122,397,2
1222,13,19,48795285-0,284,713,3
1223,225,19,59814228-9,172,397,3
1224,106,59,87544765-3,126,173,4
1225,152,74,65573855-k,216,873,4
1226,114,51,79735673-5,0,677,4
1227,205,72,42655208-6,194,806,4
1228,206,29,23711490-6,102,683,1
1229,21,38,23713134-7,18,860,4
1230,33,3,66625711-1,61,557,5
1231,253,15,27712443-2,300,718,4
1232,111,35,76413818-k,19,152,4
1233,204,4,33456182-8,389,22,1
1234,199,30,97996738-1,76,465,1
1235,228,9,48925896-k,259,568,4
1236,163,13,66183219-3,195,607,4
1237,277,72,95855049-9,289,688,2
1238,92,10,31092780-5,384,611,5
1239,171,89,49337371-4,359,874,3
1240,290,82,18812547-6,248,653,5
1241,27,71,87544765-3,413,173,2
1242,38,70,77520112-6,94,51,1
1243,135,18,69402733-4,313,461,3
1244,139,58,40403791-9,159,766,3
1245,139,58,40403791-9,156,766,1
1246,20,84,83603309-4,369,849,5
1247,299,101,36081017-8,116,951,1
1248,105,62,13463271-2,253,797,2
1249,280,45,12033288-0,353,534,2
1250,105,62,13463271-2,277,797,4
1251,6,85,48925896-k,3,678,5
1252,228,9,48925896-k,345,568,5
1253,190,70,88806288-2,25,137,4
1254,16,26,94821886-0,387,827,2
1255,275,65,77209293-8,334,363,5
1256,212,4,98683815-5,279,546,3
1257,114,51,79735673-5,296,677,2
1258,324,90,55705480-4,410,466,5
1259,65,95,73453102-2,345,282,1
1260,220,42,87861767-3,1,149,5
1261,207,101,99294258-4,116,916,4
1262,154,83,32366948-1,99,1001,3
1263,273,35,26905798-k,232,375,5
1264,269,38,70735043-1,142,406,1
1265,69,24,77520112-6,63,101,3
1266,273,35,26905798-k,262,375,1
1267,255,27,82673938-k,358,629,1
1268,233,33,65238271-1,245,13,1
1269,148,11,45276568-3,111,48,2
1270,292,2,96392316-3,170,601,1
1271,62,15,88132030-4,125,474,3
1272,266,42,32690774-k,398,745,2
1273,198,5,59814228-9,339,397,4
1274,121,13,81600879-4,104,499,3
1275,280,45,12033288-0,350,534,1
1276,260,77,59885368-1,94,877,4
1277,117,86,49798131-k,356,1026,3
1278,73,5,53089483-5,178,391,1
1279,78,30,62785039-5,8,254,5
1280,67,5,52189199-8,357,1042,1
1281,60,17,45276568-3,129,48,4
1282,269,38,70735043-1,90,406,5
1283,165,53,78463527-9,160,250,1
1284,143,45,57836259-2,348,1085,4
1285,133,58,52157315-5,90,572,2
1286,40,74,30862862-0,62,279,3
1287,283,84,64221026-2,155,138,3
1288,178,0,31642814-2,205,1022,3
1289,18,31,60370162-3,19,274,5
1290,16,26,94821886-0,150,827,2
1291,5,10,97996738-1,318,1087,2
1292,149,88,26905798-k,159,375,4
1293,155,84,16239796-6,155,454,5
1294,236,77,79480331-5,167,368,2
1295,273,35,26905798-k,110,375,5
1296,224,51,35288330-1,16,0,4
1297,66,60,44253237-0,28,451,4
1298,211,64,44126502-6,104,762,1
1299,255,27,82673938-k,69,629,3
1300,201,79,74644456-7,121,367,2
1301,288,48,74759859-2,358,864,1
1302,316,93,13572944-2,246,556,4
1303,198,5,59814228-9,63,397,2
1304,31,78,53523140-0,34,405,2
1305,89,69,35066595-1,16,216,4
1306,272,46,49993665-6,186,921,4
1307,288,48,74759859-2,318,864,2
1308,188,1,81498697-7,278,84,3
1309,256,35,63824003-3,347,937,1
1310,141,88,32366948-1,12,1001,2
1311,141,88,32366948-1,367,1001,1
1312,296,16,75039658-5,360,267,1
1313,193,23,11644968-4,6,971,4
1314,38,70,77520112-6,190,51,3
1315,251,64,50270274-2,277,136,2
1316,226,43,54076655-k,142,897,3
1317,209,19,73453102-2,368,447,1
1318,221,92,56064569-4,297,795,1
1319,93,94,77625718-4,148,507,3
1320,286,70,37200573-4,234,930,2
1321,240,34,16239796-6,83,110,1
1322,197,82,19844189-9,236,510,4
1323,181,85,20297901-7,162,981,1
1324,20,84,83603309-4,76,849,4
1325,271,60,57836259-2,305,142,5
1326,46,66,51153844-0,328,197,5
1327,25,72,74644456-7,194,1012,3
1328,199,30,97996738-1,295,465,3
1329,178,0,31642814-2,124,1022,2
1330,123,21,52189199-8,44,1042,1
1331,193,23,11644968-4,403,971,3
1332,288,48,74759859-2,231,864,3
1333,80,60,86646016-7,345,396,1
1334,260,77,59885368-1,157,877,2
1335,196,80,51693674-6,383,347,4
1336,307,29,88730119-0,102,637,1
1337,19,76,40424433-7,36,464,5
1338,65,95,73453102-2,177,282,5
1339,132,82,63951440-4,261,998,4
1340,249,54,35662780-6,286,480,3
1341,290,82,18812547-6,211,653,4
1342,254,4,66920820-0,386,1077,2
1343,265,73,83290634-4,354,6,1
1344,19,76,40424433-7,161,464,3
1345,153,49,53523140-0,258,405,1
1346,263,62,25070905-6,277,312,2
1347,183,5,92170041-5,71,649,5
1348,280,45,12033288-0,330,534,3
1349,127,69,68428477-0,367,76,1
1350,64,5,94821886-0,275,147,4
1351,315,49,23713134-7,255,804,1
1352,229,80,58945079-5,156,179,1
1353,174,90,10517073-4,131,885,4
1354,209,19,73453102-2,387,447,1
1355,13,19,48795285-0,172,713,3
1356,68,5,50062649-6,165,253,1
1357,21,38,23713134-7,406,860,2
1358,316,93,13572944-2,305,556,5
1359,29,5,18167947-6,63,940,5
1360,63,74,34424260-7,216,878,3
1361,59,10,98642893-3,63,573,1
1362,270,23,63214394-k,24,1008,3
1363,233,33,65238271-1,375,13,2
1364,54,13,17509928-k,198,218,3
1365,62,15,88132030-4,316,474,2
1366,255,27,82673938-k,145,629,5
1367,90,78,76413818-k,257,1046,2
1368,227,17,91790173-2,166,563,5
1369,186,91,75016224-k,357,201,3
1370,193,23,11644968-4,302,971,4
1371,35,61,49604231-k,2,435,2
1372,78,30,62785039-5,165,254,4
1373,302,32,94821886-0,238,240,1
1374,51,49,63884576-8,314,726,4
1375,14,22,98642893-3,363,573,3
1376,43,52,57836259-2,383,961,1
1377,284,38,88132030-4,391,922,5
1378,87,68,87991170-2,241,470,5
1379,203,2,56790702-3,399,245,3
1380,111,35,76413818-k,333,152,5
1381,60,17,45276568-3,36,48,2
1382,216,38,56292778-6,256,43,5
1383,32,58,92554015-3,27,1045,2
1384,171,89,49337371-4,302,874,1
1385,215,24,79693636-3,314,479,5
1386,309,9,40403791-9,355,769,4
1387,190,70,88806288-2,18,137,2
1388,233,33,65238271-1,167,13,5
1389,4,70,81492646-k,92,592,5
1390,211,64,44126502-6,71,762,2
1391,117,86,49798131-k,158,1026,4
1392,67,5,52189199-8,77,1042,4
1393,226,43,54076655-k,83,897,1
1394,131,34,69698793-9,398,113,1
1395,220,42,87861767-3,205,149,4
1396,319,84,55956975-5,21,656,4
1397,32,58,92554015-3,95,1045,4
1398,187,2,75523496-6,170,433,3
1399,269,38,70735043-1,160,406,3
1400,111,35,76413818-k,169,152,2
1401,290,82,18812547-6,399,653,4
1402,324,90,55705480-4,315,466,4
1403,109,76,49974632-6,161,764,3
1404,289,25,51242629-8,323,597,1
1405,169,1,48925896-k,118,568,5
1406,201,79,74644456-7,131,367,5
1407,137,14,48060937-9,236,72,4
1408,257,96,73453102-2,99,282,2
1409,41,35,75153238-5,28,83,1
1410,213,35,63532763-4,43,757,3
1411,45,46,30862862-0,340,85,4
1412,257,96,73453102-2,163,282,2
1413,97,76,88806288-2,84,137,3
1414,215,24,79693636-3,246,479,5
1415,165,53,78463527-9,13,250,5
1416,4,70,81492646-k,45,592,2
1417,162,36,88806288-2,123,551,4
1418,34,23,97996738-1,151,465,2
1419,154,83,32366948-1,92,1001,3
1420,43,52,57836259-2,88,961,5
1421,71,13,94384917-k,254,575,5
1422,129,5,59814228-9,20,351,2
1423,271,60,57836259-2,85,142,5
1424,117,86,49798131-k,108,1026,3
1425,259,45,75523496-6,73,433,3
1426,93,94,77625718-4,100,507,3
1427,191,64,82645956-5,371,550,5
1428,149,88,26905798-k,100,375,3
1429,14,22,98642893-3,83,573,2
1430,11,26,61993529-2,353,820,3
1431,293,17,91790173-2,393,676,3
1432,265,73,83290634-4,199,6,3
1433,4,70,81492646-k,234,592,2
1434,213,35,63532763-4,234,757,1
1435,205,72,42655208-6,125,806,5
1436,50,44,83290634-4,95,6,1
1437,241,32,52176953-k,37,496,3
1438,120,77,22060310-5,267,1086,1
1439,110,101,65227086-7,252,427,1
1440,260,77,59885368-1,146,877,2
1441,286,70,37200573-4,190,930,2
1442,283,84,64221026-2,379,138,3
1443,129,5,59814228-9,148,351,4
1444,320,49,68428477-0,163,815,1
1445,101,90,74630833-7,410,598,3
1446,20,84,83603309-4,62,849,1
1447,211,64,44126502-6,194,762,3
1448,110,101,65227086-7,368,427,1
1449,213,35,63532763-4,333,757,3
1450,101,90,74630833-7,39,598,3
1451,162,36,88806288-2,286,551,2
1452,291,36,66646618-7,9,355,4
1453,94,10,77983700-9,38,543,4
1454,22,28,47329036-7,146,814,1
1455,318,93,19844189-9,189,510,1
1456,278,10,54230570-3,384,707,2
1457,299,101,36081017-8,343,951,4
1458,271,60,57836259-2,371,142,3
1459,290,82,18812547-6,194,653,3
1460,312,71,46012714-9,56,328,4
1461,77,32,17723136-3,253,446,3
1462,289,25,51242629-8,230,597,4
1463,140,30,16239796-6,369,454,2
1464,285,35,95667888-9,19,399,1
1465,229,80,58945079-5,318,179,2
1466,238,67,38204359-6,55,321,3
1467,19,76,40424433-7,364,464,5
1468,19,76,40424433-7,199,464,3
1469,293,17,91790173-2,35,676,1
1470,255,27,82673938-k,266,629,1
1471,112,58,86646016-7,226,886,1
1472,179,23,77625718-4,186,507,5
1473,225,19,59814228-9,69,397,1
1474,24,88,69140468-4,265,209,3
1475,118,72,29858450-6,125,378,2
1476,40,74,30862862-0,323,279,3
